stasiun,pm10,so2,co,o3,no2,max,critical,categori
4.0,42.75228503711428,19.917428345704757,17.421998419933306,106.24771496288572,8.0,106.24771496288572,1.0,0.0
2.119324146473377,65.35084481690828,19.119324146473378,11.238648292946754,106.11932414647337,8.821013780289935,106.11932414647337,1.0,0.0
3.050626924780534,54.27868455746183,20.696238451316795,26.848119225658397,103.89874615043892,6.050626924780534,103.89874615043892,1.0,0.0
1.6716705319729381,64.32832946802706,20.32832946802706,13.701693723810568,111.32832946802706,11.671670531972937,111.32832946802706,1.0,0.0
4.0,42.89435452989877,19.89435452989877,16.9435452989877,106.31693641030368,7.683063589696311,106.31693641030368,1.0,0.0
1.0,63.77166806720757,22.91073856212155,9.682406629329126,112.13648132586583,11.136481325865825,112.13648132586583,1.0,0.0
2.6950683580015795,64.63116455249802,19.695068358001578,12.390136716003159,106.69506835800158,7.957397462997631,106.69506835800158,1.0,0.0
2.0,65.26187297672709,15.043645496121181,20.956354503878817,112.91270900775764,10.0,112.91270900775764,1.0,0.0
0.8690553716659326,66.91368078541758,17.869055371665933,8.738110743331866,104.86905537166594,10.6964169425011,104.86905537166594,1.0,0.0
4.0,40.34199414029557,19.0,10.487008789556649,109.0,7.487008789556649,109.0,1.0,0.0
2.3921998759794842,70.21560024804103,18.74539913185639,17.25460086814361,111.78439975195897,8.823400372061547,111.78439975195897,1.0,0.0
2.0,70.9117979971542,15.985299666192367,20.014700333807635,111.02940066761526,10.0,111.02940066761526,1.0,0.0
2.0627827911321464,70.87443441773571,16.439479537925024,19.560520462074976,111.12556558226429,9.811651626603561,111.12556558226429,1.0,0.0
3.4008653410298266,63.09697130639561,10.096971306395606,18.69610596536578,79.43115227707375,8.502163352574566,102.49783664742543,1.5991346589701734,0.0
4.0,46.61846446192839,19.0,8.793845179357202,104.58769035871441,6.529230119571468,104.58769035871441,1.0,0.0
2.961666282653277,68.80833141326639,22.88499884795983,13.115001152040168,112.92333256530655,7.1916685867336145,112.92333256530655,1.0,0.0
1.8761606777521864,55.03508949273761,18.584107118501457,13.752321355504373,103.16821423700291,10.123839322247814,103.16821423700291,1.0,0.0
2.408690254134312,54.834802401507524,18.46956341804477,10.121746327820917,102.46956341804477,8.652182909776148,102.46956341804477,1.0,0.0
2.407874111070173,70.18425177785966,18.855118777491214,17.144881222508786,111.81574822214034,8.77637766678948,111.81574822214034,1.0,0.0
2.2389616428664527,62.76103835713355,15.04415342853419,14.238961642866453,101.0,12.34805114284473,101.0,1.0,0.0
3.0,60.36883909192313,23.91255939461542,23.116587473846106,105.4562796973077,6.970853131538473,105.4562796973077,1.0,0.0
2.0,66.5814330019608,15.263572166993468,20.73642783300653,112.47285566601306,10.0,112.47285566601306,1.0,0.0
2.7357674159090353,58.11386067272772,20.735767415909034,24.093441574999385,105.84962808863675,7.585395504545789,105.84962808863675,1.0,0.0
0.9599399450714078,60.24036032957155,18.040060054928592,11.799699725357039,102.20030027464296,11.120180164785776,102.20030027464296,1.0,0.0
3.126206505221141,56.88344553654799,21.0,25.485521937346306,104.50482602088456,6.0,104.50482602088456,1.0,0.0
3.8998057053683546,63.40077717852658,20.74951426342089,15.250485736579112,108.15029144194747,6.200388589263291,108.15029144194747,1.0,0.0
1.9283758783532352,68.71624121646765,15.42974472988059,24.85675175670647,34.22856088021383,5.787865338114413,105.71350351341295,2.8567517567064704,0.0
1.0,59.36552368629847,29.76474093242461,12.130264618723075,112.62605292374461,11.626052923744615,112.62605292374461,1.0,0.0
1.6151753009582768,64.38482469904173,20.384824699041722,13.306227106707938,111.38482469904173,11.615175300958278,111.38482469904173,1.0,0.0
0.8155942127540514,76.15594212754051,20.262376851016207,20.049507404064823,102.3688115744919,15.262376851016207,102.3688115744919,1.0,0.0
3.9818851495675434,43.23549305562194,20.018114850432458,18.16303365389211,105.96377029913509,7.963770299135087,105.96377029913509,1.0,0.0
2.3830314761198554,54.92888458756053,18.461010492039954,10.155958031840193,102.46101049203995,8.694947539800241,102.46101049203995,1.0,0.0
1.5383901920504774,75.84643923179809,19.923219615899043,21.923219615899043,102.53839019205047,11.69287846359618,102.53839019205047,1.0,0.0
0.34755889639127135,65.65244110360872,19.695117792782543,7.6951177927825425,108.73779448195636,12.957323310826187,108.73779448195636,1.0,0.0
3.668602495177941,62.66860249517794,20.66860249517794,14.668602495177941,107.33720499035589,6.5523291747034325,107.33720499035589,1.0,0.0
3.901673688950857,44.278242043638855,20.098326311049142,18.884936799442286,105.80334737790172,7.803347377901714,105.80334737790172,1.0,0.0
0.774497565497479,65.22550243450252,20.548995130994957,8.548995130994959,110.87248782748739,11.676507303507563,110.87248782748739,1.0,0.0
1.1065433560270082,64.893456643973,20.893456643972993,9.745803492189058,111.893456643973,11.106543356027009,111.893456643973,1.0,0.0
3.6000530268234643,50.599787892706146,25.39915157082457,9.99973486588268,102.20010605364693,5.200106053646929,102.20010605364693,1.0,0.0
2.3197686147432695,60.43992287158109,13.600771284189102,13.759691486324359,101.56007712841891,10.56007712841891,101.56007712841891,1.0,0.0
1.0,64.54331353640322,21.710401165594995,9.253714701998213,112.05074294039964,11.050742940399642,112.05074294039964,1.0,0.0
1.2006537414790395,65.40130748295807,21.20065374147904,9.401307482958078,112.10032687073952,10.598692517041922,112.10032687073952,1.0,0.0
3.287941845574099,58.015592919018694,21.0,23.54469785311081,105.1517673822964,6.0,105.1517673822964,1.0,0.0
4.0,48.01935520489885,19.0,8.32688159836705,103.6537631967341,6.217921065578033,103.6537631967341,1.0,0.0
2.786230712245552,60.59541023741519,12.045897625848161,14.381640949660735,101.40458976258482,10.404589762584816,101.40458976258482,1.0,0.0
3.216705844972294,64.56658831005541,25.699764930166236,18.133176620110824,107.2167058449723,7.566588310055412,107.2167058449723,1.0,0.0
2.0,64.98817224629803,15.0591387685098,20.9408612314902,112.97634449259608,10.02365550740392,112.97634449259608,1.0,0.0
2.0,67.57544642092522,15.429241070154202,20.5707589298458,112.14151785969159,10.0,112.14151785969159,1.0,0.0
1.0,61.313028110789695,18.656514055394847,12.328257027697424,101.67174297230258,11.98477108309227,101.67174297230258,1.0,0.0
0.9918744783050883,64.01625104338983,19.99187447830509,12.95124686983053,101.04875313016947,14.0,101.04875313016947,1.0,0.0
0.9124952903402885,64.85938088707464,16.490637951564207,9.05311440326565,105.63125706448957,13.087504709659711,105.63125706448957,1.0,0.0
2.0,72.07878585854104,17.07878585854104,20.359595286180348,108.12323771055722,9.280809427639307,108.12323771055722,1.0,0.0
1.0,72.67777700672522,20.619841214766087,19.198412147660875,101.61984121476608,15.239682429532175,101.61984121476608,1.0,0.0
1.2750180838534781,64.72498191614652,20.724981916146522,10.925126586974347,111.72498191614652,11.275018083853478,111.72498191614652,1.0,0.0
4.0,41.0516157438903,19.0,9.422576384164543,109.0,6.422576384164544,109.0,1.0,0.0
2.455151369870797,54.66444497714041,18.4850504566236,10.059798173505605,102.4850504566236,8.574747716882005,102.4850504566236,1.0,0.0
1.709787092235862,55.741277446584824,18.236595697411953,11.053617210352183,103.65616988188368,9.580425815528276,103.65616988188368,1.0,0.0
1.654914408974892,61.239315271799136,25.17628386537662,15.309828817949784,111.69017118205022,12.0,111.69017118205022,1.0,0.0
2.634883060408387,69.73023387918323,20.44418142285871,15.555818577141292,112.26976612081677,8.09535081877484,112.26976612081677,1.0,0.0
2.4714345139633096,69.75708937433022,22.771476111706477,20.05713097207338,104.88573805585324,8.0,104.88573805585324,1.0,0.0
1.8949643019278897,72.9496430192789,19.10503569807211,20.159714415423117,102.78992860385578,8.630214188432662,102.78992860385578,1.0,0.0
2.4671799538807657,70.06564009223847,19.27025967716536,16.72974032283464,111.93435990776153,8.598460138357702,111.93435990776153,1.0,0.0
1.023907901601197,64.97609209839881,20.9760920983988,9.167355311208379,111.97609209839881,11.023907901601197,111.97609209839881,1.0,0.0
3.7864854216951676,63.42702915660966,22.281087469828996,15.85405831321933,107.78648542169516,6.427029156609665,107.78648542169516,1.0,0.0
4.0,47.7393139515302,19.210114341411632,10.101143414116336,103.6303430242349,6.420228682823267,103.6303430242349,1.0,0.0
3.4848546049382283,62.48485460493823,20.484854604938228,14.484854604938228,106.96970920987646,6.858575658436286,106.96970920987646,1.0,0.0
0.6853965709239755,66.80055600088305,15.457857715421055,8.542142284578945,103.48595257180702,11.657301714538011,103.48595257180702,1.0,0.0
3.4943727405380436,64.01125451892392,24.03376355677174,17.022509037847826,107.49437274053804,7.011254518923913,107.49437274053804,1.0,0.0
4.0,41.37448605149177,19.0,8.938270922762346,109.0,5.938270922762345,109.0,1.0,0.0
0.023917734518543288,67.90432906192582,17.07175320355563,7.14350640711126,103.92824679644437,12.047835469037086,103.92824679644437,1.0,0.0
2.0,68.767358886736,17.275794921865142,18.724205078134858,111.0,10.637897460932571,111.0,1.0,0.0
2.0,68.56061468764962,15.593435781274938,20.406564218725062,111.81312843745013,10.0,111.81312843745013,1.0,0.0
4.0,42.41333495045209,19.80444498348403,16.631114884388204,106.58666504954792,8.0,106.58666504954792,1.0,0.0
2.0825192469135088,73.25732677777842,19.66015397530807,20.83496150617298,103.33007698765404,8.0,103.33007698765404,1.0,0.0
3.0,66.83386557265901,25.166134427340992,16.24920164101149,109.7507983589885,7.541533606835248,109.7507983589885,1.0,0.0
1.620976805301904,75.51609277879238,19.758046389396192,21.758046389396192,102.62097680530191,11.032185557584768,102.62097680530191,1.0,0.0
4.0,40.731790346508234,18.746358069301646,9.014567722793414,108.55612662127788,5.126820965349177,108.55612662127788,1.0,0.0
1.1150990160583203,77.25185639562092,21.34529704817496,22.76980196788336,102.2877475401458,15.539603935766719,102.2877475401458,1.0,0.0
3.2724251759529013,65.9102992961884,19.181062939882253,16.818937060117747,109.09136223607065,7.4551496480941974,109.09136223607065,1.0,0.0
1.3112278977560008,57.400525539902006,33.75508840897599,14.778069744390002,112.06631630673199,11.377544204487998,112.06631630673199,1.0,0.0
0.2189817600703008,65.7810182399297,19.437963520140602,7.437963520140602,108.0949088003515,13.343054719789098,108.0949088003515,1.0,0.0
0.5306815406457348,65.87727383741706,18.592044621937205,10.184089243874409,102.4079553780628,13.06136308129147,102.4079553780628,1.0,0.0
2.0,73.61122592495397,18.61122592495397,20.870408641651323,104.03673086678941,8.259182716697351,104.03673086678941,1.0,0.0
1.0,62.43080516276001,19.215402581380005,12.607701290690002,101.39229870931,12.823103872070005,101.39229870931,1.0,0.0
3.831940868736508,61.31940868736508,23.35282783768889,14.663881737473016,106.82358608115555,5.663881737473016,106.82358608115555,1.0,0.0
3.829408022826798,63.68236790869281,20.573520057066993,15.426479942933005,108.2558879657598,6.341183954346404,108.2558879657598,1.0,0.0
3.214025679015049,57.49817975310534,21.0,24.431691851819416,104.85610271606019,6.0,104.85610271606019,1.0,0.0
2.0408147056575885,64.0408147056576,20.28570293960312,16.122444116972765,110.83674117736965,11.836741177369646,110.83674117736965,1.0,0.0
1.6847314877445072,73.20687958578844,17.576342561277464,20.94580553676648,108.16258338970057,11.891611073532957,108.16258338970057,1.0,0.0
2.5372897299249897,63.55974297263127,11.291098107668773,12.708901892331227,102.09703270255626,10.731355135037505,102.09703270255626,1.0,0.0
2.9152430051947285,56.67805595844217,20.91524300519473,26.06767305714201,104.5932989636369,6.508541968831631,104.5932989636369,1.0,0.0
4.0,44.837087915320446,19.693818680779927,14.938186807799262,105.08145604233978,7.387637361559852,105.08145604233978,1.0,0.0
2.1703876214470896,72.4665114069762,20.363100971576717,20.65922475710582,103.68155048578836,8.0,103.68155048578836,1.0,0.0
1.2411499471948126,57.56747465676628,33.55310031683113,13.879425026402593,113.0,11.397125132012969,113.0,1.0,0.0
4.0,48.54528706682684,19.0,8.0,103.38975394271985,5.935041009546691,103.38975394271985,1.0,0.0
1.672066112248505,63.32793388775149,17.31173555100598,13.672066112248505,101.0,13.103911850335326,101.0,1.0,0.0
1.1456109011834679,65.0,20.12633459289919,10.747330814201616,112.14561090118347,10.854389098816531,112.14561090118347,1.0,0.0
2.0,64.36822598715851,18.15887006420746,17.84112993579254,111.73645197431702,11.263548025682983,111.73645197431702,1.0,0.0
2.4285795110791444,70.1427844002877,22.428636088633155,20.14284097784171,104.71431804431657,8.0,104.71431804431657,1.0,0.0
2.0,66.64890995024292,18.486337171289758,17.513662828710242,111.0,11.243168585644879,111.0,1.0,0.0
3.136513534542303,51.35853982556169,20.180918792746183,26.59045939637309,103.7269729309154,6.136513534542303,103.7269729309154,1.0,0.0
3.53670727932045,63.9265854413591,23.7797563240773,16.8531708827182,107.53670727932045,6.9265854413591,107.53670727932045,1.0,0.0
3.0,66.54641922756879,25.453580772431202,16.680371158646807,109.3196288413532,7.6133951931078006,109.3196288413532,1.0,0.0
3.16171617347213,63.419141913263935,20.580858086736065,15.419141913263935,109.2574257397918,8.514851479583609,109.2574257397918,1.0,0.0
3.677428134775567,63.40321483153054,20.677428134775568,14.354856269551135,107.67742813477557,6.48385779783665,107.67742813477557,1.0,0.0
0.4682003242013777,65.06359935159725,19.468200324201376,9.809201945208265,104.19079805479173,14.0,104.19079805479173,1.0,0.0
0.5687388821700761,73.68738882170076,19.274955528680305,16.099822114721217,102.86252223565985,14.274955528680305,102.86252223565985,1.0,0.0
1.2521518690783249,57.13468341085246,33.9913925236867,14.630379672695812,112.24354439276503,11.49569626184335,112.24354439276503,1.0,0.0
3.427605033494922,66.14817231577793,20.42760503349492,16.717184899515235,106.5690125837373,6.572394966505078,106.5690125837373,1.0,0.0
1.9825956327083492,65.52175545911456,18.98259563270835,10.9651912654167,105.98259563270835,9.026106550937477,105.98259563270835,1.0,0.0
3.157810946612993,64.05273631673376,20.157810946612994,13.315621893225986,107.157810946613,7.263283580080511,107.157810946613,1.0,0.0
2.9363672865308748,65.38179628081475,26.300040151839625,19.063632713469126,107.2545308538765,8.12726542693825,107.2545308538765,1.0,0.0
1.858263789459881,59.86218705256947,31.566944842160474,16.1456594736497,110.42520863162035,10.283472421080237,110.42520863162035,1.0,0.0
2.731976208625528,58.14419033099578,20.73197620862553,24.051738294880806,105.87616653962131,7.608142748246833,105.87616653962131,1.0,0.0
4.0,42.74979147882588,19.239112302506598,11.478224605013196,108.88044384874671,7.760887697493402,108.88044384874671,1.0,0.0
2.6583473499220402,53.51247897511694,35.0,13.17082632503898,103.04991590046775,5.366610600311839,103.04991590046775,1.0,0.0
3.0,53.24458072467433,34.83694618355045,13.122290362337164,101.12229036233717,4.081526908224776,101.12229036233717,1.0,0.0
0.8121906049361797,64.75123758025528,19.436571814808538,11.873143629617077,101.56342818519146,13.62438120987236,101.56342818519146,1.0,0.0
1.248759051902082,58.34160632065279,18.08291968396736,11.917080316032639,102.58043778777153,10.751240948097918,102.58043778777153,1.0,0.0
4.0,41.12236214006684,19.0,9.316456789899739,109.0,6.316456789899738,109.0,1.0,0.0
3.969083331532889,61.030916668467114,8.123666673868444,15.96908333153289,101.0,10.041222224622814,101.0,1.0,0.0
4.0,48.59997997762993,19.0,8.13334000745669,103.26668001491338,6.08889333830446,103.26668001491338,1.0,0.0
0.0,66.17767365821626,18.82232634178374,7.0,106.7334895126756,13.82232634178374,106.7334895126756,1.0,0.0
2.0,64.84960560563655,19.514511082493396,16.485488917506604,111.0,11.757255541246698,111.0,1.0,0.0
1.609069883075465,66.21813976615093,21.609069883075463,10.21813976615093,112.30453494153774,9.78186023384907,112.30453494153774,1.0,0.0
1.2255743749386125,58.7217452086812,18.15038291662574,12.451148749877225,102.30076583325149,10.774425625061387,102.30076583325149,1.0,0.0
2.757077354603011,64.24292264539699,17.271232063809034,18.728767936190966,111.10730661349247,8.485845290793979,111.10730661349247,1.0,0.0
2.126467682122467,64.63233841061233,20.3794030463674,15.6205969536326,111.25293536424493,11.367661589387666,111.25293536424493,1.0,0.0
2.1407057136919896,53.15576571784806,18.38023523789733,10.47905904841068,104.66164666528131,8.71858857261602,104.66164666528131,1.0,0.0
1.0,76.55694936684039,20.896924954774313,21.96924954774313,101.8969249547743,15.793849909548626,101.8969249547743,1.0,0.0
2.438215867587706,70.12356826482458,19.067511073113945,16.932488926886055,111.87643173517542,8.685352397236882,111.87643173517542,1.0,0.0
4.0,44.793368896116746,19.0,9.402210367961084,105.80442073592216,6.934806911974056,105.80442073592216,1.0,0.0
2.0,68.22602090538065,15.537670150896775,20.462329849103227,111.92465969820645,10.0,111.92465969820645,1.0,0.0
0.7330137164314661,62.13589026854827,17.733013716431465,10.66506858215733,102.53397256713707,11.266986283568533,102.53397256713707,1.0,0.0
3.63292931636141,65.20242410183154,21.734141367277182,14.26585863272282,109.83535341819295,6.36707068363859,109.83535341819295,1.0,0.0
1.8318104099459889,54.75228438508102,35.0,13.584094795027006,108.00913754032406,8.672758360216044,108.00913754032406,1.0,0.0
1.085719793485081,65.0,20.485681239089516,10.028637521820972,112.08571979348508,10.914280206514919,112.08571979348508,1.0,0.0
2.0,69.68643960137865,16.75060594206934,19.24939405793066,111.0,10.37530297103467,111.0,1.0,0.0
1.4758406664590336,64.6827728890273,21.0,9.951681332918067,111.36554577805462,10.206932222568277,111.36554577805462,1.0,0.0
4.0,34.874995425773754,18.0654751013747,20.321429878350358,104.45238008109976,7.61309502027494,104.45238008109976,1.0,0.0
3.0977206217806126,56.684044352464284,21.0,25.827352538632653,104.39088248712245,6.0,104.39088248712245,1.0,0.0
3.9647859275465187,63.21128443472089,21.070428144906963,14.929571855093037,108.17607036226741,6.035214072453481,108.17607036226741,1.0,0.0
2.0,70.85543839527965,16.082606631268767,19.917393368731233,111.0,10.041303315634384,111.0,1.0,0.0
2.1989519947965253,52.006986701356496,18.399650664932174,11.600349335067826,104.79755465452523,9.801048005203475,104.79755465452523,1.0,0.0
1.66572219267872,60.66572219267872,18.66572219267872,12.66572219267872,103.33144438535744,9.890463012202133,103.33144438535744,1.0,0.0
2.276429708158968,71.51213262656928,21.211437665271745,20.447140583682064,104.10571883263587,8.0,104.10571883263587,1.0,0.0
4.0,62.790248339519046,20.98176072517557,14.963521450351138,108.00911963741221,6.018239274824431,108.00911963741221,1.0,0.0
0.8925990602350538,76.92599060235054,20.570396240940216,21.28158496376086,102.21480187952989,15.570396240940216,102.21480187952989,1.0,0.0
2.0,68.72019589975356,15.620032649958928,20.379967350041074,111.75993470008214,10.0,111.75993470008214,1.0,0.0
4.0,47.94460510585975,19.6908352265965,12.381670453193001,108.65458238670175,7.3091647734034995,108.65458238670175,1.0,0.0
3.2509847148138826,63.621553498151414,10.62155349815141,19.370568783337525,74.03544973329979,8.127461787034708,102.8725382129653,1.7490152851861172,0.0
2.8683764106021203,69.26324717879577,22.078634874214842,13.921365125785158,112.73675282120423,7.394870768193639,112.73675282120423,1.0,0.0
0.0,66.36148841963924,18.63851158036075,7.0,106.45776737054112,13.63851158036075,106.45776737054112,1.0,0.0
1.0688183703271856,77.31181629672814,20.587089778036887,23.137636740654372,96.97625896611545,15.242997926400959,102.27527348130874,1.137636740654371,0.0
3.0,63.547070601188636,26.031380400792425,20.29149279894343,106.51569020039621,7.677126800264142,106.51569020039621,1.0,0.0
4.0,38.52663236621394,18.934912468146177,19.278105038224588,105.14792997451694,7.786982493629235,105.14792997451694,1.0,0.0
1.0,68.33750879473871,20.30982205676705,16.09822056767051,101.30982205676705,14.619644113534102,101.30982205676705,1.0,0.0
4.0,42.07249559489084,19.072495594890835,8.724955948908363,108.7825132153275,5.217486784672508,108.7825132153275,1.0,0.0
1.5357762513812783,55.19633562292808,35.0,13.73211187430936,109.78534249171233,9.856894994474887,109.78534249171233,1.0,0.0
0.05736664906387756,68.57366649063877,17.22946659625551,7.917866385022041,103.88526670187224,12.22946659625551,103.88526670187224,1.0,0.0
0.8418115777246138,64.94773552784423,16.68501816125731,8.89407604988038,105.73728263341307,13.158188422275387,105.73728263341307,1.0,0.0
4.0,43.341183212247955,19.943136131292007,17.431361312920075,105.82940839387602,7.886272262584015,105.82940839387602,1.0,0.0
4.0,43.77342656442609,19.0,9.742191145191303,106.4843822903826,7.161460763460869,106.4843822903826,1.0,0.0
1.4465807100446877,58.0096131952011,33.21367715982125,15.11645177511172,111.66025786986593,11.106838579910624,111.66025786986593,1.0,0.0
0.13534708530126505,66.91722331758987,17.135347085301266,7.676735426506325,103.72930582939748,11.864652914698734,103.72930582939748,1.0,0.0
4.0,42.968619877998485,19.968619877998485,17.686198779984863,106.09414036600454,7.905859633995459,106.09414036600454,1.0,0.0
3.133597242843516,61.866402757156486,11.465611028625936,15.133597242843516,101.0,11.155203676208645,101.0,1.0,0.0
3.149715676256654,63.97599513310171,10.975995133101712,19.826279456845057,70.38976434523954,7.874289190641635,103.12571080935837,1.8502843237433462,0.0
2.6397531918298123,60.546584397276604,12.534156027233958,14.186337589106417,101.4534156027234,10.453415602723396,101.4534156027234,1.0,0.0
3.08974972131841,63.455125139340794,20.544874860659206,15.455125139340796,109.36537541802238,8.73075083604477,109.36537541802238,1.0,0.0
4.0,41.02636332472563,19.0,10.657878891758124,108.31575778351625,7.771919261172083,108.31575778351625,1.0,0.0
3.2912311949898463,62.29123119498985,20.291231194989848,14.291231194989846,106.5824623899797,7.181281341683589,106.5824623899797,1.0,0.0
4.0,41.67585101695897,19.0,8.486223474561537,109.0,5.4862234745615375,109.0,1.0,0.0
0.7043118186059468,65.29568818139406,20.408623637211893,8.408623637211894,110.52155909302974,11.88706454418216,110.52155909302974,1.0,0.0
2.0,64.41128898876792,19.764977720704046,16.235022279295954,111.0,11.882488860352023,111.0,1.0,0.0
0.943267047123229,65.05673295287677,19.471633523561614,11.24470171205453,108.88653409424646,13.056732952876771,108.88653409424646,1.0,0.0
3.1325272978273526,52.46989080869059,32.87956323476236,12.337363510863238,101.2650545956547,4.265054595654705,101.2650545956547,1.0,0.0
2.0067038645734003,63.9463690834128,20.0067038645734,16.073742510307405,110.9530729479862,11.959776812559596,110.9530729479862,1.0,0.0
4.0,44.630689694468,19.0,9.456436768510665,105.91287353702133,6.970957845673777,105.91287353702133,1.0,0.0
0.9832096384196763,64.0671614463213,19.94962891525903,12.899257830518058,101.05037108474097,13.966419276839353,101.05037108474097,1.0,0.0
3.689425244628698,59.894252446286984,25.348046575198225,14.378850489257395,105.82597671240089,5.378850489257396,105.82597671240089,1.0,0.0
3.974008382164368,49.103966471342524,19.415865885370106,8.129958089178158,102.94801676432874,5.948016764328736,102.94801676432874,1.0,0.0
2.5754893333217668,59.676141777750786,27.64771644449842,14.525163111107256,110.37418444446372,8.849021333356466,110.37418444446372,1.0,0.0
2.694661577979682,69.61067684404064,20.862631045857775,15.137368954142225,112.38932315595936,7.916015266060954,112.38932315595936,1.0,0.0
3.982842008422005,49.068631966311976,19.27452786524792,8.085789957889974,102.96568401684401,5.96568401684401,102.96568401684401,1.0,0.0
4.0,52.770542216034805,19.53864888800497,9.885271108017402,104.34662222001243,6.0,104.34662222001243,1.0,0.0
2.3707198569938654,63.543093381002045,20.456906618997955,13.91381323799591,104.1983463329857,10.344747048016359,104.1983463329857,1.0,0.0
2.0,73.06267827889398,18.06267827889399,20.687559426297998,105.49952458961603,8.624881147404007,105.49952458961603,1.0,0.0
1.1550819639785184,60.15508196397852,18.155081963978517,12.155081963978517,102.31016392795703,10.741530060035803,102.31016392795703,1.0,0.0
1.6772632121005482,70.77263212100549,19.32273678789945,18.418105696804385,102.3545264242011,9.936420727396712,102.3545264242011,1.0,0.0
1.2688208578799687,58.47668180534684,18.179213905253313,12.537641715759937,102.35842781050663,10.73117914212003,102.35842781050663,1.0,0.0
3.124642392839752,68.2521456429615,22.750715214320497,13.249284785679503,112.37678803580124,6.8753576071602485,112.37678803580124,1.0,0.0
0.26171138373227776,65.47657723253545,19.261711383732276,8.570268302393666,105.42973169760633,14.0,105.42973169760633,1.0,0.0
2.0,64.8653714836072,15.673142581963953,20.32685741803605,112.73074296721443,10.269257032785582,112.73074296721443,1.0,0.0
1.4682096606135115,59.06358067877298,18.702314490920266,15.511572454601337,102.46820966061351,9.82947584846622,102.46820966061351,1.0,0.0
2.5894932568215627,66.94746628410782,21.768479770464687,14.231520229535311,112.17898651364312,9.052533715892187,112.17898651364312,1.0,0.0
2.780466815169864,67.90233407584932,22.341400445509592,13.658599554490408,112.56093363033973,8.097665924150679,112.56093363033973,1.0,0.0
4.0,42.34820096218197,19.782733654060657,16.4791355784246,106.65179903781802,8.0,106.65179903781802,1.0,0.0
1.2708012382959124,57.76020804892343,33.37519257022453,13.864599380852043,113.0,11.322996904260219,113.0,1.0,0.0
2.0547777836579133,73.50699994707878,19.438222269263306,20.890444432684173,103.21911113463165,8.0,103.21911113463165,1.0,0.0
4.0,35.34723529590737,17.966052287979416,14.360330064066899,107.19059150396397,7.741513071994854,107.19059150396397,1.0,0.0
0.014165860437742261,67.95750241868677,17.05666344175097,7.028331720875484,104.11332688350194,11.985834139562257,104.11332688350194,1.0,0.0
4.0,29.911606230118718,16.883715769075884,21.73954107710894,103.50697261526071,7.376743153815177,103.50697261526071,1.0,0.0
1.7943265611004127,74.82269375559835,19.411346877799176,21.411346877799176,102.79432656110042,9.645387511196699,102.79432656110042,1.0,0.0
0.6537002754478468,62.77039779641723,17.653700275447846,10.268501377239234,102.6925994491043,11.346299724552154,102.6925994491043,1.0,0.0
2.5508750182061055,66.75437509103052,21.652625054618316,14.347374945381684,112.10175003641221,9.245624908969473,112.10175003641221,1.0,0.0
2.343929302176142,60.44797643405872,13.52023565941286,13.791905736234856,101.55202356594128,10.552023565941287,101.55202356594128,1.0,0.0
1.3642453721784409,64.63575462782156,20.63575462782156,11.549717605249086,111.63575462782156,11.364245372178441,111.63575462782156,1.0,0.0
4.0,37.209320472421105,18.04186409448422,11.832543622063117,107.32326216534739,5.479067952757889,107.32326216534739,1.0,0.0
4.0,42.92174616959856,19.921746169598567,17.217461695985662,106.2347614912043,7.765238508795699,106.2347614912043,1.0,0.0
4.0,31.47013592704209,16.40298310030253,18.388067598789874,102.35074577507564,6.649254224924367,102.35074577507564,1.0,0.0
2.9419333099267426,68.70966654963371,22.825799929780228,13.174200070219772,112.88386661985348,7.290333450366288,112.88386661985348,1.0,0.0
1.0,61.07498990044675,18.537494950223376,12.268747475111688,101.7312525248883,11.806242425335064,101.7312525248883,1.0,0.0
3.4477620261095465,40.77609111227541,18.31342784334272,25.65671392167136,103.10447594778091,6.4477620261095465,103.10447594778091,1.0,0.0
2.091724522762042,70.90379060204673,24.275173568286128,20.816550954475915,104.7293113069051,11.633101908951833,104.7293113069051,1.0,0.0
0.8655529010439101,64.53778839582436,19.59665870313173,12.19331740626346,101.40334129686826,13.73110580208782,101.40334129686826,1.0,0.0
4.0,42.45741569267057,19.45741569267057,12.574156926705694,107.62775292198829,6.372247078011708,107.62775292198829,1.0,0.0
1.355311163600094,75.51282185479934,19.22344418199953,21.934066509199717,105.19780047240084,13.868133018399435,105.19780047240084,1.0,0.0
1.3339033494671675,67.33903349467167,19.666096650532833,15.67122679573734,101.66780669893433,11.996579903196995,101.66780669893433,1.0,0.0
4.0,42.01662397831123,19.016623978311227,8.166239783112278,108.95012806506631,5.049871934933684,108.95012806506631,1.0,0.0
1.1826940237161143,64.81730597628389,20.817305976283887,10.2788581660128,111.81730597628389,11.182694023716115,111.81730597628389,1.0,0.0
1.562378325189146,59.65545911372945,31.625730048865123,13.718810837405426,113.0,10.594054187027135,113.0,1.0,0.0
1.0,71.78779750128948,20.556271250092106,18.56271250092106,101.55627125009211,15.112542500184212,101.55627125009211,1.0,0.0
3.0,66.4618568633392,25.538143136660803,16.807214704991207,109.19278529500879,7.634535784165201,109.19278529500879,1.0,0.0
4.0,44.0657496400451,19.0,9.644750119984968,106.28950023996994,7.096500079989978,106.28950023996994,1.0,0.0
2.2674282870308113,63.16571464121149,12.764572210665268,12.101713645819325,103.59885756945378,11.73257171296919,103.59885756945378,1.0,0.0
